,Unnamed: 0,Name,username,twitter_link,text,likes,retweets,replies,followers,engagement_rate
291,291,🇺🇸Apollo con mi Pythia en patines🇺🇦,SayltAintSoJoe,https://twitter.com/SayltAintSoJoe/status/1696656940586131692#m,"Lucky for him Biden's negotiating the cost of Imbruvica.  And of course, being owned by Big Pharma, he's against this (but only for others) as well.",0,0,0,0,
290,290,Rude and Crude,RudeandCrude1,https://twitter.com/RudeandCrude1/status/1696660297593819569#m,"So, Enbrel basically destroys your immune system while Imbruvica will just cause fatal bleeding. Seems to me Biden and his administration wants you to die from a common cold or just bleed out in the streets!!!",0,0,0,0,
289,289,The 2nd revolution is coming 🇺🇸☠️👨🏻‍🏭,thatbbqdude22,https://twitter.com/thatbbqdude22/status/1696662406284382457#m,As long as every single American takes one of these 10 drugs. I don’t. No one I know does. Do you?  Eliquis Jardiance Xarelto Januvia Farxiga Entresto Enbrel Imbruvica Stelara Fiasp; Fiasp FlexTouch; Fiasp PenFill; NovoLog; NovoLog FlexPen; NovoLog PenFill,0,0,0,0,
288,288,Darla,DarlaNine,https://twitter.com/DarlaNine/status/1696668950728147256#m,"The average duration of Imbruvica therapy in clinical trials has been around 41 months (range, 2–51 months). In people who have stopped Imbruvica, the average survival after treatment discontinuation was 8 months.Apr 24, 2023",0,0,0,0,
287,287,Mints,sage_mints,https://twitter.com/sage_mints/status/1696671413409923297#m,"This is a big day for all the people taking Elquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and Fiasp!  And not just Fiasp, but also Fiasp Flextouch, Fiasp Penfill, Novolog, Novolog Flexpen, and even Novolog Penfill!!!  Huge day for Fiasp bros!",0,0,0,0,
286,286,Polysci Mom,polyscimom,https://twitter.com/polyscimom/status/1696673662416413041#m,"Democrats working together.  Medicare can negotiate lower costs for these prescription drugs under Biden’s Inflation Reduction Act: Eliquis , Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, Fiasp   Every single Republican in Congress voted against this",0,0,0,0,
285,285,J. Anne 🌎🌈 🟦⚖️,mtnmama14,https://twitter.com/mtnmama14/status/1696673815546482749#m,"Thank you @POTUS for making it possible for Medicare to negotiate Rx prices, including Imbruvica used to treat blood cancers.  Undoing the harm the @HouseGOP caused when they chose big pharma over citizens.  #Medicare",2,0,0,0,inf
284,284,Mark DeSaulnier,RepDeSaulnier,https://twitter.com/RepDeSaulnier/status/1696678009661526311#m,"As a cancer survivor who relied on Imbruvica to keep me alive for over 2 years, I'm thrilled by this historic action to make life-saving prescription drugs more affordable for millions of Americans made possible by Congressional Democrats passing the Inflation Reduction Act.",40,4,2,0,inf
283,283,Hank Del,HenryWapp,https://twitter.com/HenryWapp/status/1696675507188666402#m,"This is a HUGE deal, folks! Here is the list of the ten popular prescription drugs whose price will be slashed by an average of 50% by the Biden administration: Eliquis Jardiance Xarelto Januvia Farxiga Entresto Enbrel Imbruvica Stelara Fiasp",0,0,2,0,inf
282,282,Dr. Erin L. Thompson,eltpharmd,https://twitter.com/eltpharmd/status/1696676467189440903#m,"IMO very good! Jardiance/Farxiga/Xarelto/Eliquis=BIG struggles for pts & will help⬆️access to💊to ⬇️ mortality/guideline rec.Insulin/DPP4=always👍Would have gone w/Humira-more uses; but,biosim avail.Stelara covers GI uses Enbrel doesn’t.🤷‍♀️onc…maybe better choice than Imbruvica?",7,0,1,0,inf
281,281,Tajinder Judge,tajinder_judge,https://twitter.com/tajinder_judge/status/1696678203555774651#m,8. Imbruvica  Used alone or in combination with other medications to treat adults with certain types of blood cancers. [8],0,0,1,0,inf
280,280,June Day,juneday864,https://twitter.com/juneday864/status/1696674292405272846#m,"In case you were wondering, here are the first 10 drugs which will be up for Medicare negotiation. Major kudos to ⁦@POTUS⁩   Eliquis Xarelto  Jardiance Januvia Farxiga Entresto Enbrel Imbruvica Stelara Fiasp  https://www.axios.com/2023/08/29/biden-list-medicare-drug-negotiations",0,0,1,0,inf
279,279,Inmaculada (Inma) Hernández,ihdezdelso,https://twitter.com/ihdezdelso/status/1696677899167014953#m,"The list of negotiated drugs is out  Eliquis, Jardiance, Xarelto, Januvia, Enbrel, Imbruvica were expected  Farxiga, Stelara, Entresto had major ⬆️in spending since 2020, that is why they were not on our list  Novolog was an uncertainty given unclear timing of biosimilar entry",15,0,1,0,inf
278,278,🪖💫🇺🇸🇺🇸🔔💔🗳🎖Tony 🇺🇸🇺🇸🔥⭐️,3Tony48,https://twitter.com/3Tony48/status/1696679978572644633#m,"The complete list of drugs selected were Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara and a series of insulins made by Novo Nordisk: Fiasp, Fiasp FlexTouch, Fiasp Penfill, NovoLog, NovoLog FlexPen and NovoLog PenFill  https://www.washingtontimes.com/news/2023/aug/29/hhs-selects-10-drugs-for-government-price-setting-/",1,1,1,0,inf
277,277,Kerry George 🇺🇸,KerryGeorge1961,https://twitter.com/KerryGeorge1961/status/1696682288476573749#m,Why do you vote against us? Drugs we need. You don’t care about TFG crime family deals with China Russia Middle East. You didn’t. Shut up about this. Do something for us. —Eliquis —Jardiance —Xarelto —Januvia —Farxiga —Entresto —Enbrel —Imbruvica —Stelara —Fiasp,0,0,0,0,
276,276,UnionCrusaderX,UnionCrusaderX,https://twitter.com/UnionCrusaderX/status/1696686043137708067#m,"Thank you, @POTUS, for your Inflation Reduction Act, enabling Medicare to negotiate lower costs for vital prescription drugs like Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and Fiasp. Your efforts to make healthcare more affordable are greatly appreciated! #HealthcareReform #ThankYou #Medicare #Affordable",0,0,0,0,
275,275,Mark DeSaulnier,RepDeSaulnier,https://twitter.com/RepDeSaulnier/status/1696687255287435547#m,"While in Australia Imbruvica is available for around $30 a month, Americans have been paying up to $500 a day for it – not for long!",13,1,0,0,inf
274,274,"Hamir Kalyani Stan Account, Yearner of Domesticity",vivekt17,https://twitter.com/vivekt17/status/1696689127729824106#m,"lol yes, this could also be a potion with the same purpose - a confounding cocktail of stelara and imbruvica",1,0,0,0,inf
273,273,Roberta Frinte,RFrinte,https://twitter.com/RFrinte/status/1696689179269152951#m,"Thanks to President Joe Biden and Democrats Medicare will be able to negotiate prescription drug prices for the first time in U.S. history lowering cost for families. Ten drugs for Medicare price negotiations:. E liquid, Jardiance,Xarelto, Imbruvica, Stelara, Enbrel",0,0,0,0,
272,272,Tulip Folly,TulipFolly,https://twitter.com/TulipFolly/status/1696690413988700448#m,"I remember Imbruvica, didn't she do that song ""Torn"" in the 90s?",0,0,0,0,
271,271,Nicole Warman,NickieWarman,https://twitter.com/NickieWarman/status/1696695704255685105#m,"IMBRUVICA® may cause serious side effects: Bleeding problems (hemorrhage). Infections. Heart rhythm problems (ventricular arrhythmias, atrial fibrillation & atrial flutter), heart failure & death. High blood pressure. Decrease in blood cell counts. Second primary cancers.",0,0,0,0,
117,117,PaulRobeson,PaulLRobeson,https://twitter.com/PaulLRobeson/status/1703462964517630234#m,"Here's the 10 drugs Democrats decided could be negotiated by Medicare.  Eliquis, blood clots Enbrel, arthritis Entresto, heart failure Farxiga, diabetes Fiasp, diabetes Imbruvica, lymphoma Januvia, diabetes Jardiance, diabetes Stelara, psoriasis Xeralto, for blood clots",1,0,0,0,inf
115,115,Wimal Samara,WimalSamara,https://twitter.com/WimalSamara/status/1704044802244026715#m,"""Watching Pharmacyclics’ success, put Rothbaum in a deep funk....Rothbaum had lost an intellectual test.  He had recognized the value of Imbruvica and its mechanism of action very early, almost before anyone else. He knew the science inside and out.  It drove him nuts that did not have the courage of his convictions."" https://www.forbes.com/sites/nathanvardi/2023/01/13/for-blood-and-money-book-excerpt-wayne-rothbaum-pharmacyclics-robert-duggan/?sh=57ee5ecd4f97 $IOVA",0,0,0,0,
695,695,newmediacast,newmediacast,https://twitter.com/newmediacast/status/1617406492822347776#m,"#Today: One of the greatest cancer drugs ever has suddenly lost its edge. This is why it was vulnerable.  Imbruvica seemed invincible in the marketplace. But a new book, “For Blood and Money,” shows how the drug’s creators left a trap door that led to its undoing.",0,0,0,0,
537,537,Charles Gordon,princetongb,https://twitter.com/princetongb/status/1654531215641149440#m,$CRIS cc notes: 1) FDA RP2D discussion end of Q3 - assume a Type A meeting. 44 days to meeting scheduling after request. So data package going to FDA in June. 2) Call emphasized PoC regarding CA-4948 in Lymphoma combo. Patient CR demonstrates PoC for Imbruvica resistant patients - true. 3) No update on investigator ISTs LUCAS and combo w Keytruda for melanoma brain metastasis. Assume they won't comment until after FDA dose meeting.  4) New development director - why more people?  Curis is getting close to an inflection point into Q.4. Potential a large one.,22,2,0,0,inf
550,550,Patient Worthy,PatientWorthy,https://twitter.com/PatientWorthy/status/1650945270392442880#m,This Company Just Withdrew Two of Its Drug Approvals for Mantle Cell Lymphoma and Marginal Zone Lymphoma https://tinyurl.com/yn4ry7zb #Lymphoma #MantleCellLymphoma #MarginalZoneLymphoma #Cancer #Imbruvica @LLSusa,0,1,0,0,inf
549,549,why do I waste my time here,JonnySwanInIL,https://twitter.com/JonnySwanInIL/status/1651209209935962112#m,Donated and RT… I wish you the best in your treatment and recovery. My close friend has dealt with 2 bouts of Lymphoma in 5 years and is taking Imbruvica now,0,0,1,0,inf
548,548,Dividend Wave,DividendWave,https://twitter.com/DividendWave/status/1651561077404999680#m,$ABBV 1Q main products Humira -25% total Skyrizi and Rinvoq growing 40+% still  Imbruvica continues the steep decline,6,0,1,0,inf
547,547,mets17,adar170,https://twitter.com/adar170/status/1651588685190537218#m,$AZN $ABBV $BGNE  so Calquence doing well &Brunkisa beating imbruvica h2h abbv deal for pcyc aint looking too good,1,0,1,0,inf
546,546,Simon L,SnupSnus,https://twitter.com/SnupSnus/status/1651609843998785536#m,Was the 25% decline in Imbruvica on the consensus bingo card?,0,0,2,0,inf
545,545,AJ the Husky 🇺🇸,AJ_Philly,https://twitter.com/AJ_Philly/status/1651622069648384000#m,"At a $21B acquisition, they have probably close to $21B in intangibles as a tax shield against taxable income from Imbruvica.",0,0,0,0,
544,544,Frenchie2u2,Tonbone691965,https://twitter.com/Tonbone691965/status/1653092280910110752#m,"Prayers going up Brother, I've been fighting a type of Leukemia(CLL) for the past 5 years, I take Imbruvica(Chemo Pill) I hope and pray that you can beat this Cancer. God Loves You and so does ALOT of People",1,1,0,0,inf
543,543,40:40 Recruitment,4040rec,https://twitter.com/4040rec/status/1651871925851901954#m,NICE recommends first-line treatment option for chronic lymphocytic leukaemia https://pf-media.co.uk/news/nice-recommends-first-line-treatment-option-for-chronic-lymphocytic-leukaemia/ via @Pharmafield #NICE #oncology #haematology #CLL @NICEComms #Janssen @JanssenUK #Imbruvica #ibrutinib #venetoclax #CLLpatients #bloodcancer @CLLSupport #FinalDraftGuidance,0,0,0,0,
542,542,CURE Today,cure_today,https://twitter.com/cure_today/status/1651694067246399491#m,ICYMI: The pharmaceutical companies developing Imbruvica intend to voluntarily withdraw the drug’s indication for the treatment of patients with previously treated mantle cell lymphoma or marginal zone lymphoma. ow.ly/6ZUS50NVqPV,0,1,0,0,inf
541,541,WellthyAI,WellthyAi,https://twitter.com/WellthyAi/status/1653458663795982336#m,"2/5: Abbvie operates through two segments: Pharmaceutical and Allergan Aesthetics. #Pharmaceutical Segment generated $14.7 billion in revenue, up 13.5% YoY, driven by #Humira, Imbruvica, and Skyrizi.",0,0,1,0,inf
540,540,1stOncology,1stOncology,https://twitter.com/1stOncology/status/1654465020887982081#m,#AbbVie World-Wide Sales for #IMBRUVICA was 878m USD in Q1 2023 (Down 21%) https://www.1stoncology.com/blog/abbvie-reports-first-quarter-2023-financial-results1234630585,0,0,0,0,
539,539,CocoThePatriot,JRCMDB,https://twitter.com/JRCMDB/status/1654555541966864386#m,I’m 4 years into my CLL protocol Every 8 weeks have an IVIG infusion Take 3 imbruvica pills everyday  My bloodwork has been great for about 3 years but still doing protocols,1,1,2,0,inf
538,538,MD Anderson Cancer Center,MDAndersonNews,https://twitter.com/MDAndersonNews/status/1654554811386216448#m,High blood pressure is a common side effect of Imbruvica. Learn what our Dr. Alessandra Ferrajoli advises for patients being treated with Imbruvica for chronic lymphocytic leukemia. https://fal.cn/3y0Q9 @cure_today #Leukemia #EndCancer,3,1,0,0,inf
536,536,CURE Today,cure_today,https://twitter.com/cure_today/status/1654561971818176514#m,"Research suggests that Imbruvica may cause high blood pressure in some patients with #CLL, but an expert  from @MDAndersonNews says there's no need to fear. Proper monitoring and management can help minimize risks.  ow.ly/47nX50OgVIb",0,2,0,0,inf
553,553,Life Science Networks,LifeScienceNx,https://twitter.com/LifeScienceNx/status/1650485596379398150#m,Janssen and AbbVie’s Imbruvica combination recommended by NICE for leukaemia https://ift.tt/qZaYjC2,0,0,0,0,
535,535,Pam,Pam17315507,https://twitter.com/Pam17315507/status/1654588253931028482#m,Took Imbruvica for a couple of years but the side effects were too much. I just finished 6 months of IV Gazyva and I have a couple of months left on Ventclexta. Diagnosed in 2013.,2,1,2,0,inf
532,532,Jonathan Politzki 🛡️,ITNAmatter,https://twitter.com/ITNAmatter/status/1655716693602181121#m,"Biotech is really, really hard and capital intensive  Small groups of people can do a lot  No one knows what they’re doing - drugs can be approved without understanding the mechanism of action and some of the biggest blockbusters are ignored early (Keytruda, Imbruvica, etc)",0,0,0,0,
529,529,Cancer Medicine - 癌症医学 (oncology),Ferna585512412,https://twitter.com/Ferna585512412/status/1657958586952343552#m,布替尼适用于治疗需要全身治疗且既往接受过至少一种抗 CD20 疗法的边缘区淋巴瘤 (MZL) 成年患者。 #ChronicLymphocyticLeukemia #WaldenströmsMacroglobulinemia #MantleCellLymphoma #cGVHD #targetedTherapy #imbruvica,1,0,0,0,inf
528,528,PharmacyChecker,pharmacychecker,https://twitter.com/pharmacychecker/status/1658148003528450051#m,US and global revenue (in millions) since Ibrutinib (Imbruvica) FDA approval in 2013 https://www.healthaffairs.org/content/forefront/medicare-price-negotiation-under-inflation-reduction-act-example-ibrutinib,6,4,0,0,inf
527,527,Chris Manfuso,ChrisManfuso,https://twitter.com/ChrisManfuso/status/1658863696989519874#m,@abbvie and @JNJNews’ Imbruvica will lose two of its approved uses after the partners voluntarily decided to pull the accelerated approvals. https://bit.ly/3Uyo7Hb,0,0,0,0,
523,523,Craig Garthwaite,C_Garthwaite,https://twitter.com/C_Garthwaite/status/1659329010843672580#m,"Stoffels important point -- the longer big pharma waits for products to be ""derisked"" the higher the price and the lower the return.  He knows what he speaks.  At J&J he got 50% of Pharmacyclics (Imbruvica) for $150 million in 2011.  In 2015, Abbvie bought rest for a bit more ...",8,1,0,0,inf
521,521,Drugs.com,Drugscom,https://twitter.com/Drugscom/status/1659529451510673408#m,Imbruvica: 7 things you should know https://bit.ly/3DwkBmk,1,0,0,0,inf
519,519,Dividend Wave,DividendWave,https://twitter.com/DividendWave/status/1659645940733452300#m,$ABBV has 2 Oncology drugs Imbruvica (shared revenue with $JNJ) - declining revenue in 2022 and in 2023 Venclexta developed with Roche ROG SW  Oncology revenue expected to decline (second year in a row) to $5.7 B in 2023 and remain flat for ´24/´25 https://investors.abbvie.com/static-files/4d7aae8a-65ca-45f9-bc0f-a169b5a7dc9d,3,0,1,0,inf
518,518,ScienceWing,DaDaLeeWin,https://twitter.com/DaDaLeeWin/status/1660539917930500096#m,"$CRVS The true story behind Pharmacyclics' acquisition. The real powerhouse was Richard Miller, as he discovered the hidden gem at the time, Imbruvica.  Robert Duggan was simply fortunate.  https://www.forbes.com/sites/matthewherper/2014/04/16/a-lucky-drug-made-pharmacyclics-robert-duggan-a-billionaire-will-long-term-success-follow/?sh=35e6faf35cf6",0,0,0,0,
517,517,ScienceWing,DaDaLeeWin,https://twitter.com/DaDaLeeWin/status/1660543464919138305#m,"At that time, there was only one BTK inhibitor, Imbruvica, and now there is also only one ITK inhibitor. They both stem from the discoveries and efforts of Richard Miller.",0,0,0,0,
516,516,Paul,lipa0902,https://twitter.com/lipa0902/status/1660754058032947200#m,FDA did it like clock work. :) $BPMC I think investors really underappreciate the potential of this. This will be like Gleevac for CML and Imbruvica for CLL. Chronic use for a non-deadly disease means huge cumulative revenue.,5,0,1,0,inf
515,515,China Pharmacy,ChinaPharmacy,https://twitter.com/ChinaPharmacy/status/1661082219560189952#m,"Today I saw a popular science article written by a Chinese doctor, stating that zanubrutinib has better efficacy and safety than Ibrutinib. But in China,Brukinsa( zanubrutinib 780USD/box  (80mg*64Tablets) is much cheaper than Imbruvica(Ibrutinib) 2440USD/box  (90mg*120Tablets)",0,0,0,0,
514,514,Crowd Noise Fundamentals,haka702,https://twitter.com/haka702/status/1661882289339478019#m,Keytruda is huge so we’ll established market / sales force.  Potential here and/or combo with Imbruvica as IRAK-4 inhibitor and $CRIS valuation change would be massive.  My one highly speculative position.,5,0,0,0,inf
551,551,"Ash Alizadeh, MD/PhD 🇺🇸",AshAlizadeh,https://twitter.com/AshAlizadeh/status/1650907704762994689#m,"Acknowledged indeed, esp given thousands of brave DLBCL pts & investigators who endured >20 yrs in more than a dozen trials, $billions spent, & famous Rx casualties along this path including Imbruvica, Revlimid, Velcade, Gazyva, Avastin, etc. Illustrated below (Kurtz/Alizadeh)",50,17,4,0,inf
138,138,NSUR Coin,NsuRcoin,https://twitter.com/NsuRcoin/status/1699070543293775992#m,"🔬 Imbruvica emerges as a beacon of hope for blood cancer patients!   This transformative drug offers a targeted, effective, and less invasive treatment option🩺✨  https://blog.nsurcoin.com/imbruvica-a-new-hope-for-blood-cancer-patients/",6,1,1,0,inf
114,114,China Pharmacy,ChinaPharmacy,https://twitter.com/ChinaPharmacy/status/1704207965677572267#m,"Take the best Imbruvica, With the best price.  Free shipping, deliver Imbruvica to your home.  Is IMBRUVICA® (ibrutinib) expensive? Yes, maybe no.  Overseas medical assistance to help you get the best original IMBRUVICA at the lowest price.   If you ask, you know.",0,0,1,0,inf
680,680,CAPD,RxDrugCoalition,https://twitter.com/RxDrugCoalition/status/1619425205486592002#m,NEW: @AlexBrill_DC quantified the cost of Big Pharma's patent thickets for 5 specific brand drugs:  - Humira: $7.6 BILLION - Imbruvica: $3.1 BILLION - Eylea: $2.5 BILLION - Enbrel: $1.9 BILLION - Opdivo: $1.8 BILLION  Read the full report: affordableprescriptiondrugs.…,0,0,0,0,
694,694,BioNJ,BioNJ_Org,https://twitter.com/BioNJ_Org/status/1617609408795516928#m,BeiGene's Brukinsa wins CLL approval after topping Imbruvica in head-to-head trial  https://endpts.com/fda-approves-beigenes-brukinsa-for-chronic-lymphocytic-lymphoma/,0,0,0,0,
693,693,STAT,statnews,https://twitter.com/statnews/status/1617717653564522498#m,"Journalist @nathanvardi joined the latest episode of ""The Readout LOUD"" #podcast to talk about his new #biotech book covering the race to develop lifesaving cancer drug Imbruvica. Listen: https://trib.al/uQEN7MI",1,1,0,0,inf
692,692,Ned Pagliarulo,NedPagliarulo,https://twitter.com/NedPagliarulo/status/1617874968636948482#m,"$JNJ Imbruvica sales fell by 18.5% in the fourth quarter due to ""global competitive pressures and a suppressed CLL market,"" company says.   Those pressures are likely to grow, as @ByJonGardner recently noted: https://www.biopharmadive.com/news/beigene-brukinsa-cll-leukemia-abbvie-astrazeneca/640851/",2,0,0,0,inf
691,691,Gemma Jones,ReporterGemma,https://twitter.com/ReporterGemma/status/1617898364745699332#m,"$JNJ Covid-19 #vaccine sales plummet 57% to $689 million in Q4 2022 on lowered demand. Zytiga, Remicade and Imbruvica sales also down #covid19",0,0,0,0,
690,690,underpaid analyst,Kevin_M_Biotech,https://twitter.com/Kevin_M_Biotech/status/1617966002058452992#m,Imbruvica is not the only problem - seems like immunology space is facing significant price pressure based in $JNJ earnings $abbv,0,0,0,0,
689,689,Course5 Life Sciences,Course5_LifeSci,https://twitter.com/Course5_LifeSci/status/1618154478997504001#m,($BGNE) Beigene’s #Brukinsa wins US FDA approval for #CLL (chronic lymphocytic leukemia - The only BTKi to demonstrate superior PFS vs $JNJ #IMBRUVICA (#ibrutinib)  https://ir.beigene.com/news/brukinsa-approved-in-the-u-s-for-chronic-lymphocytic-leukemia/4022a38f-ea68-4b11-ba1f-45478e2c0697/,3,0,0,0,inf
688,688,Jacob Plieth,JacobPlieth,https://twitter.com/JacobPlieth/status/1618614826842075137#m,"No, Transcend CLL 004 was post Imbruvica, Venclexta etc. But those early studies (Carl June work) were done before BTK really became a thing. Interesting observation here:",2,1,0,0,inf
686,686,Open Outcrier,OpenOutcrier,https://twitter.com/OpenOutcrier/status/1618959129032138752#m,$JNJ (-0.2% pre) J&J pulls Imbruvica combo filing in EU as EMA cites potential 'serious side effects' - SA  ooc.bz/l/118957,0,1,0,0,inf
685,685,Paul,BWUIC,https://twitter.com/BWUIC/status/1618965699329945601#m,$JNJ - J&J pulls Imbruvica combo filing in EU as EMA cites potential 'serious side effects' https://seekingalpha.com/news/3928895-jj-pulls-imbruvica-combo-filing-in-eu-as-ema-cites-potential-serious-side-effects?source=tweet,0,0,0,0,
684,684,Dividend Wave,DividendWave,https://twitter.com/DividendWave/status/1619044966990503936#m,"With $JNJ reporting we got Imbruvica sales Imbruvica sales are shared with $ABBV  4Q Imbruvica $JNJ sales show a similar decline to 3Q  So $ABBV Imbruvica FY22 impact, likely -$1 B vs FY21 FY21 sales $5.4 B  $ABBV Imbruvica FY22 sales guidance 4Q21 $5.4 B 2Q22 $4.7 B",19,2,2,0,inf
683,683,Kyle LaHucik,ky_lahucik,https://twitter.com/ky_lahucik/status/1619067830590402560#m,"New: FDA greenlit Eli Lilly's mantle cell lymphoma drug pirtobrutinib.  Jaypirca's wholesale cost will be $21,000 per 30 days of therapy.   1st non-covalent BTK inhibitor in field dominated by Imbruvica, Calquence and Brukinsa  https://endpts.com/lilly-enters-ripe-btk-field-with-quick-fda-nod-in-mantle-cell-lymphoma/",3,0,0,0,inf
682,682,Biotech Feed,BioTech_Feed,https://twitter.com/BioTech_Feed/status/1619348333276938240#m,"Withdrawn application: Imbruvica, ibrutinib, Date of withdrawal: 13/12/2022, Post-authorisation  Withdrawn application: Imbruvica, ibrutinib, Date of withdrawal: 13/12/2022, Post-authorisation...  https://openexo.com/feed/item/withdrawn-application-imbruvica-ibrutinib-date-of-withdrawal-13-12-2022-post-authorisation #BioTech #science",0,0,0,0,
681,681,Finalle.ai,FinalleAI,https://twitter.com/FinalleAI/status/1619382053623025666#m,"AI made review of  $JNJ's coverage today -   JNJ's 4Q Imbruvica sales show a decline, with FY22 impact likely -$1B vs FY21. Market Close: $QQQ, $SPY, $SPX, $AMT, $INTC, $NVDA, $PEP, $JNJ, $GOOG, $TXN, $PG, $WMT, $HD, $MA, $V, $T. #StockMarket #Journalism",0,0,0,0,
679,679,"Elias Said, MD, FACEP",MdFacep,https://twitter.com/MdFacep/status/1619722817725161475#m,"On 1/27/2023, Jayrica (pirobrutinib) was approved by the FDA for blood Cancer  It is the 4th drug of its kind (BTK inhibitor) for treatment of #Cancer   The 4 approved drugs are 1. Jayrica (Pirobrutinib)-from Pharmacyclics-ABBV 2. Calqyence- AZN 3. Brukinsa-BGNE 4. Imbruvica-ABBV",3,0,0,0,inf
665,665,opusipuk,opusipuk,https://twitter.com/opusipuk/status/1622057466946011138#m,"https://www.opusip.co.uk/2023/02/04/pharmacyclics-llc-v-alvogen-inc-robins-kaplan-llp-jdsupra/ Pharmacyclics LLC v. Alvogen, Inc. | Robins Kaplan LLP - JDSupra  Drug Product and Patent(s)-in-Suit: Imbruvica®...",0,0,0,0,
678,678,MagaretheHedwig,MagaretheH,https://twitter.com/MagaretheH/status/1620414933463867393#m,"According to the financial report of Johnson & Johnson, a partner of AbbVie, sales of Imbruvica decreased in the 4th quarter of 2022 due to increased competition. In less than six months, Humira's biosimilars will go on sale in the United States.",3,0,1,0,inf
677,677,1stOncology,1stOncology,https://twitter.com/1stOncology/status/1620474730217369602#m,#JohnsonAndJohnson World-Wide Sales for #IMBRUVICA was 866m USD in Q4 2022 (Down 5%) https://www.1stoncology.com/blog/unaudited-comparative-supplementary-sales-datacondensed-consolidated-statement-of-earnings-for-the-fourth-quarterfull-year1234626657,0,0,0,0,
676,676,Jeff Sharman,jeff_sharman,https://twitter.com/jeff_sharman/status/1620623400225087488#m,As the physician scientist who first proposed inhibiting bcr signaling and a bit character in the book - I wish I had taken this “crash course” before becoming a clinical trialist #imbruvica #calquence https://www.nature.com/articles/d41586-023-00221-y,28,1,1,0,inf
675,675,Tu Salud Magazine,TuSaludMag,https://twitter.com/TuSaludMag/status/1620805711742603267#m,Brukinsa Beats Imbruvica for Chronic Lymphocytic Leukemia https://www.tusaludmag.com/article/brukinsa-beats-imbruvica-chronic-lymphocytic-leukemia,0,0,0,0,
674,674,AIS Health,AISHealth,https://twitter.com/AISHealth/status/1620844430390329348#m,"Datapoint: For the treatment of mantle cell lymphoma, Imbruvica is the most advantaged BTK inhibitor, holding covered or better status for virtually all (99%) insured lives under the pharmacy benefit. 17% of lives have preferred access to Imbruvica. https://hubs.ly/Q01zNty40",0,0,0,0,
673,673,Jeff Sharman,jeff_sharman,https://twitter.com/jeff_sharman/status/1620950852935753729#m,A lot of recent discussion about cardiovascular ae as either unique to ibrutinib vs class effect.  Here is some more data for the discussion #imbruvica #burkinsa #calquence ⁦@NitinJainMD⁩ ⁦@DrMDavids⁩ ⁦@AdamKittai⁩  https://onlinelibrary.wiley.com/doi/10.1002/jha2.638,10,3,2,0,inf
672,672,"Catailyst, Inc., A Data Science Company.",catailyst,https://twitter.com/catailyst/status/1621197058295169024#m,"Withdrawn application: Imbruvica, ibrutinib, Date of withdrawal: 13/12/2022, Post-authorisation Posting Type: New First Published: 2023-01-27 Description: Withdrawn application: Imbruvica, ibrutinib, Date of withdrawal: 13/12/2022, Post-authorisation Link: https://www.ema.europa.eu/en/medicines/human/withdrawn-applications/imbruvica",0,0,0,0,
671,671,Tu Salud Magazine,TuSaludMag,https://twitter.com/TuSaludMag/status/1621228505668194307#m,Brukinsa Beats Imbruvica for Chronic Lymphocytic Leukemia https://www.tusaludmag.com/article/brukinsa-beats-imbruvica-chronic-lymphocytic-leukemia,0,0,0,0,
670,670,Tu Salud Magazine,TuSaludMag,https://twitter.com/TuSaludMag/status/1621651296775278597#m,Brukinsa Beats Imbruvica for Chronic Lymphocytic Leukemia https://www.tusaludmag.com/article/brukinsa-beats-imbruvica-chronic-lymphocytic-leukemia,0,0,0,0,
669,669,ScHoolboy Xu,just_xu_it,https://twitter.com/just_xu_it/status/1621767411698475009#m,"2/ The primary improvements to WM treatment over the past decade have been primarily BTK inhibitors, specifically Imbruvica + Rituxan and more recently, Brukinsa. While there are other MoA in the pipeline (like Auto CAR-T from $MBIO), $CLRB has the closest novel MoA to market",1,0,2,0,inf
668,668,ScHoolboy Xu,just_xu_it,https://twitter.com/just_xu_it/status/1621767418229014528#m,"3/ the early data on $CLRB I-131 ORR, CR, and MRR (obviously limited sample size) compares favorably to BTKi monotherapy of R/R WM. VGPR doesn’t exceed 30% in either monotherapy study of Brukinsa (ASPEN) or Imbruvica (INNOVATE)",1,0,1,0,inf
667,667,ScHoolboy Xu,just_xu_it,https://twitter.com/just_xu_it/status/1621767432506335232#m,"6/ I can’t comment on OS as there isn’t a good apples to apples comparison, but for safety, here is the best comparison between $CLRB I-131 vs. Imbruvica + Rituxan. Safety feels comparable if not in favor of $CLRB when considering the most severe AE.",1,0,3,0,inf
666,666,"Lil_Pump_n_HODL, KFCFA",BiotekOie,https://twitter.com/BiotekOie/status/1621995167346573312#m,"FWIW, CLR-131 main AEs are hematologic which predictably occur within a small window after infusion whereas the AE for Imbruvica + Rituxan might be on and off as long as patients are on drugs, which is as long as it takes until progression.",1,0,0,0,inf
